1,词汇和惯用语,632,1,,632,,,
2,寓言童话成语故事,575,1,,575,,,
3,神话传说及故事,533,1,,533,,,
4,诗歌韵文,524,1,,524,,,
5,名家名篇,444,1,,444,,,
6,建筑及景点,377,1,,377,,,
7,近现代名人,359,1,,359,,,
8,传统节日,336,1,,336,,,
9,汉字,334,1,,334,,,
10,城市及景点,296,1,,296,,,
11,自然地貌及景点,295,1,,295,,,
12,歌谣,279,1,,279,,,
13,婚恋生育,216,2,,216,216,,
14,旅游景点,214,2,,,214,,
15,古代名人,211,2,,,211,,
16,谜语绕口令,209,2,,,209,,
17,小说,204,2,,,204,,
18,饮食流派及地方风味,189,2,
19,生态环境,166,2,
20,烟酒茶,163,2,,,163,,
21,曲艺,152,2,,,152,,
22,经济政策,139,2,,,139,,
23,教育制度,135,2,,,135,,
24,第三产业,131,2,,,131,,
25,社群和职业,128,2,,,128,,
26,家庭结构和观念,124,2,,,124,,
27,人口,123,2,,,123,,
28,法律法规,121,2,,,121,,
29,主食和菜肴,118,2,,,118,,
30,姓名,117,2,,,117,,
31,气候天气,117,2,,,117,,
32,亲子关系,115,2,,,115,,
33,锻炼身体,114,2,,,114,,
34,教育观念,111,2,,,111,,
35,消费观念,106,2,,,106,,
36,问候寒暄,104,2,,,104,,
37,政治制度和政府机构,101,2,,,101,,
38,工艺品,98,2,,,98,,
39,两性地位,97,2,,,97,,
40,就业失业,95,2,,,95,,
41,学生生活,94,2,,,94,,
42,动植物,92,2,,,92,,
43,区域及景点,92,2,,,92,,
44,标准语,90,2,,,90,,
45,城市交通系统,89,2,,,89,,
46,婚礼,82,3,,,82,82,
47,行政区划,78,3,,,,78,
48,语言文字和数字,78,3,,,,78,
49,外交,77,3,,,,77,
50,社会救济及服务,75,3,,,,75,
51,旅行,75,3,,,,75,
52,社交称谓,74,3,,,,74,
53,格言警句,74,3,,,,74,
54,流行音乐,73,3,,,,73,
55,动植物和器物,73,3,,,,73,
56,影视作品,70,3,,,,70,
57,购物场所,66,3,,,,66,
58,国家间对比,61,3,,,,61,
59,民族族群,60,3,,,,60,
60,古代发明,60,3,,,,60,
61,安全,60,3,,,,60,
62,拜访做客,59,3,,,,59,
63,书法篆刻,59,3,,,,59,
64,职场,59,3,,,,59,
65,电话短信,59,3,,,,59,
66,民歌,57,3,,,,57,
67,古代历史事件,55,3,,,,55,
68,出生,55,3,,,,55,
69,养生保健,55,3,,,,55,
70,平面媒体,52,3,,,,52,
71,电视电影,52,3,,,,52,
